"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"EXTRACTED/1965/0";"selected";"已选定";"";""
"EXTRACTED/1966/0";"Note";"备注";"";""
"EXTRACTED/1967/0";"View users";"查看用户";"";""
"EXTRACTED/1968/0";"Are you sure you want to delete this group?";"您确定要删除该组吗？";"";""
"EXTRACTED/1969/0";"Delete Group";"删除组";"";""
"EXTRACTED/1970/0";"Email address is invalid";"邮件地址无效";"";""
"EXTRACTED/1971/0";"Please input a group name";"请输入组名";"";""
"EXTRACTED/1972/0";"Group names should not exceed 32 characters.";"组名不能超过32个字符。";"";""
"EXTRACTED/1973/0";"Group descriptions should not exceed 255 characters.";"组描述不能超过255个字符。";"";""
"EXTRACTED/1974/0";"SAML Settings";"SAML设置";"";""
"EXTRACTED/1975/0";"You can configure single sign-on settings here.";"您可以在此处配置单点登录的设置。";"";""
"EXTRACTED/1976/0";"SAML single sign-on";"SAML单点登录";"";""
"EXTRACTED/1977/0";"Single sign-on with SAML 2.0 allows your users to log in using your organization";"使用SAML 2.0的单点登录允许您的用户使用组织的身份提供商提供的身份登录，以访问福昕应用程序。";"";""
"EXTRACTED/1978/0";"To enforce SAML 2.0 on your managed accounts, you need to verify a domain first.";"要在您的客户账户上实施SAML 2.0，您需要首先验证域。";"";""
"EXTRACTED/1979/0";"Verify Domain";"验证域";"";""
"EXTRACTED/1980/0";"Verify a Domain";"验证域";"";""
"EXTRACTED/1981/0";"SAML configuration";"SAML配置";"";""
"EXTRACTED/1982/0";"How you configure SAML 2.0 depends on which identity provider you use.";"配置 SAML 2.0的方式取决于您使用的身份提供商。";"";""
"EXTRACTED/1983/0";"Add SAML configuration";"添加SAML配置";"";""
"EXTRACTED/1984/0";"After initial setup with your identity provider, copy the Entity ID, SSO URL, and Public certificate values to the SAML 2.0 configuration here.";"在使用身份提供商提供的身份进行初始设置之后，将实体ID，SSO URL和公共证书值复制到该处的SAML 2.0配置。";"";""
"EXTRACTED/1985/0";"Information required by your identity provider";"您的身份提供商所需的信息";"";""
"EXTRACTED/1986/0";"To complete your SAML 2.0 configuration, copy the value for Consumer Service URL below to your identity provider:";"要完成SAML 2.0配置，请将下面的用户服务URL的值复制给您的身份提供商：";"";""
"EXTRACTED/1987/0";"Users exported successfully.";"用户已成功导出。";"";""
"EXTRACTED/1988/0";"Service provider Entity ID:";"服务提供商实体ID：";"";""
"EXTRACTED/1989/0";"Service provider Assertion Consumer Service URL:";"服务提供商断言使用者服务URL";"";""
"EXTRACTED/1990/0";"Your current SAML configuration";"您当前的SAML配置";"";""
"EXTRACTED/1991/0";"Identity provider";"身份提供商的实体ID";"";""
"EXTRACTED/1992/0";"SAML user sync configuration";"SAML用户同步配置";"";""
"EXTRACTED/1993/0";"Sync scope configuration";"同步范围配置";"";""
"EXTRACTED/1994/0";"When setting up SAML user synchronization for the first time, you need to click the Authorize button before continuing to configure the sync scope.";"首次设置 SAML 用户同步时，您需要在继续配置同步范围之前点击授权按钮。";"";""
"EXTRACTED/1995/0";"Define the groups and users that you would like to provision to Admin Console. It is worth noting that if you choose to sync all/assigned groups and users, the wait time will be long.";"定义您要向Admin Console提供的组和用户。 值得注意的是，如果您选择同步所有/已分配的组和用户，等待时间会很长。";"";""
"EXTRACTED/1996/0";"Choose Connector:";"选择连接器：";"";""
"EXTRACTED/1997/0";"Connector Settings:";"连接器设置：";"";""
"EXTRACTED/1998/0";"Application ID";"应用程序ID";"";""
"EXTRACTED/1999/0";"Directory (tenant) ID";"目录（租户）ID";"";""
"EXTRACTED/2000/0";"Application Secret";"应用程序密钥";"";""
"EXTRACTED/2001/0";"This is the ID of your application in the Microsoft Application Portal.";"这是您在Microsoft Application Portal中应用程序的ID。";"";""
"EXTRACTED/2002/0";"This tenant ID of the tenant with the directory that you are trying to synchronize with this connector.";"承租者的租户ID，其中包含您要与该连接器同步的目录。";"";""
"EXTRACTED/2003/0";"This application secret generated for your application in the Microsoft Application Portal. It";"该应用程序密钥是为您在Microsoft Application Portal中的应用程序生成的。它仅可见一次。如果您忘记了该密钥或在同步期间遇到问题，请尝试创建一个新密钥并将数值复制到该字段。";"";""
"EXTRACTED/2004/0";"Authorize";"授权";"";""
"EXTRACTED/2005/0";"You need to authorize your application once after the initial setup. You will be redirected to the Microsoft Microsoft Entra ID portal where you need to authorize this application. After the successful authorization you will be redirected back here.";"您需要在初始设置后授权您的应用程序一次。您将被重定向到 Microsoft Microsoft Entra ID 门户，在那里您需要授权此应用程序。授权成功后，您将被重定向回此处。";"";""
"EXTRACTED/2006/0";"Okta";"Okta";"";""
"EXTRACTED/2007/0";"HTTP Redirect Binding";"HTTP Redirect 绑定";"";""
"EXTRACTED/2008/0";"HTTP POST Binding";"HTTP POST 绑定";"";""
"EXTRACTED/2009/0";"SAML Binding:";"SAML绑定：";"";""
"EXTRACTED/2010/0";"Identity provider Entity ID";"身份提供商实体ID";"";""
"EXTRACTED/2011/0";"The URL your identity provider uses for SAML 2.0.";"您的身份提供商用于SAML 2.0的URL。";"";""
"EXTRACTED/2012/0";"Identity provider SSO URL";"身份提供商SSO URL";"";""
"EXTRACTED/2013/0";"The SAML 2.0 endpoint URL given to you by your identity provider.";"您的身份提供商提供给您的SAML 2.0端点URL。";"";""
"EXTRACTED/2014/0";"Public X.509 certificate";"X.509 公钥证书";"";""
"EXTRACTED/2015/0";"Copy and paste the entire certificate.";"复制并粘贴整个证书。";"";""
"EXTRACTED/2016/0";"Save configuration";"保存配置";"";""
"EXTRACTED/2017/0";"Domains";"域";"";""
"EXTRACTED/2018/0";"Domain Settings";"域设置";"";""
"EXTRACTED/2019/0";"You have verified the domain. If you want to change the domain, you can use \";"您已经验证了该域。如果您想改变域，可以使用“域设置”。";"";""
"EXTRACTED/2020/0";"Domains are used to determine which user accounts can be managed by your organization. You need to verify that you own a domain to be able to manage the accounts that use that domain in their email address.";"域用于确定您的组织可以管理哪些用户账户。您需要验证自己是否有域，才能管理在其邮件地址中使用该域的账户。";"";""
"EXTRACTED/2021/0";"Verify";"验证";"";""
"EXTRACTED/2022/0";"Domain Request";"域名请求";"";""
"EXTRACTED/2023/0";"Revoke Trustee";"撤销受托人";"";""
"EXTRACTED/2024/0";"DNS";"DNS";"";""
"EXTRACTED/2025/0";"HTTPS";"HTTPS";"";""
"EXTRACTED/2026/0";"<strong>Step1:</strong> Add the .txt record below to the DNS host of the domain(s) you want to verify.";"<strong>步骤1:</strong> 将以下 .txt 记录添加到您想要验证的域名的DNS主机中。";"";""
"EXTRACTED/2027/0";"The same record can be used for multiple domains.";"同一条记录可以用于多个域。";"";""
"EXTRACTED/2028/0";"DNS changes can take up to 72 hours to update depending on your DNS host.";"根据您的DNS主机，DNS更改可能需要72个小时才能更新。";"";""
"EXTRACTED/2029/0";"<strong>Step2:</strong> After adding the .txt record, click Verify Domain below.";"<strong>步骤2:</strong> 在添加了 .txt 记录后，点击下方的验证域。";"";""
"EXTRACTED/2030/0";"If you have difficulties with this process, ask your IT department for help.";"如果您在该过程中遇到困难，请向您的IT部门寻求帮助。";"";""
"EXTRACTED/2031/0";"Verified Domains List";"验证域列表";"";""
"EXTRACTED/2032/0";"Domains List";"域名列表";"";""
"EXTRACTED/2033/0";"Domain";"域";"";""
"EXTRACTED/2034/0";"Trustee";"受托人";"";""
"EXTRACTED/2035/0";"Enterprise Name";"企业名称";"";""
"EXTRACTED/2036/0";"Domain settings";"域设置";"";""
"EXTRACTED/2037/0";"Allow other companies to apply for access to this domain";"允许其他公司申请访问该域名";"";""
"EXTRACTED/2038/0";"If other companies want to apply for access to this domain, your approval is required.";"如果其他公司想申请访问该域名，需要您的批准。";"";""
"EXTRACTED/2039/0";"Allow other companies to modify user information";"允许其他公司修改用户信息";"";""
"EXTRACTED/2040/0";"Verification type";"验证类型";"";""
"EXTRACTED/2041/0";"Domain List.";"域列表。";"";""
"EXTRACTED/2042/0";"<strong>Step1:</strong> Download the verification file.";"<strong>步骤1:</strong> 下载验证文件。";"";""
"EXTRACTED/2043/0";"The same file can be used for multiple domains. It includes information that will allow us to verify that you own the domain.";"同一文件可用于多个域。它包含的信息将使我们能够验证您对域的所有权。";"";""
"EXTRACTED/2044/0";"<strong>Step2:</strong> Upload the verification file to the root folder of your domain";"<strong>步骤2:</strong> 将验证文件上传到您的域名网站的根文件夹中。";"";""
"EXTRACTED/2045/0";"Step3: After uploading the verification file, click Verify Domain below.";"步骤3:上传验证文件后，点击下方的验证域。";"";""
"EXTRACTED/2046/0";"Complete the following details. We";"完成以下详细信息。我们将检查记录以验证您对域的所有权。";"";""
"EXTRACTED/2047/0";"Method:";"方法：";"";""
"EXTRACTED/2048/0";"TXT Record";"TXT记录";"";""
"EXTRACTED/2049/0";"Verify domain";"验证域";"";""
"EXTRACTED/2050/0";"No groups have been added.";"尚未添加任何组。";"";""
"EXTRACTED/2051/0";"Verified";"已核实";"";""
"EXTRACTED/2052/0";"Unverified";"未核实";"";""
"EXTRACTED/2053/0";"User Directories";"用户目录";"";""
"EXTRACTED/2054/0";"The table below shows the user directories currently configured for Admin Console.";"下表显示了当前为管理控制台配置的用户目录。";"";""
"EXTRACTED/2055/0";"No user directories have been configured.";"尚未配置用户目录。";"";""
"EXTRACTED/2056/0";"Configure LDAP User Directory";"配置LDAP用户目录";"";""
"EXTRACTED/2057/0";"Server Settings";"服务器设置";"";""
"EXTRACTED/2058/0";"Directory Type";"目录类型";"";""
"EXTRACTED/2059/0";"Hostname of the server running LDAP. Example: ";"运行LDAP的服务器的主机名。例如：“ ldap.example.com”";"";""
"EXTRACTED/2060/0";"Use SSL";"使用SSL";"";""
"EXTRACTED/2061/0";"User that will log in to LDAP. Examples: ";"将登录LDAP的用户。例如：“user@domain name”或cn=user, dc=domain, dc=name。";"";""
"EXTRACTED/2062/0";"LDAP Schema";"LDAP模式";"";""
"EXTRACTED/2063/0";"Base DN";"基本DN";"";""
"EXTRACTED/2064/0";"Root node in LDAP from which to search for users and groups. Example: cn=users, dc=example dc=com";"LDAP中用于搜索用户和组的根节点。例如：cn=users，dc=example dc=com";"";""
"EXTRACTED/2065/0";"User Schema Settings";"用户模式设置";"";""
"EXTRACTED/2066/0";"User Object Filter";"用户对象过滤器";"";""
"EXTRACTED/2067/0";"The filter to use when searching for user objects.";"搜索用户对象时要使用的过滤器。";"";""
"EXTRACTED/2068/0";"User Name Attribute Field";"用户名属性字段";"";""
"EXTRACTED/2069/0";"The attribute field to use when loading the username. Examples: cn.SAMAccountName";"加载用户名时要使用的属性字段。例如：cn.SAMAccountName";"";""
"EXTRACTED/2070/0";"User DN Attribute Field";"用户DN属性字段";"";""
"EXTRACTED/2071/0";"The attribute field to use when loading the user";"加载用户的专有名称时使用的属性字段。例如：entryDN，distinguishedName";"";""
"EXTRACTED/2072/0";"User First Name Attribute Field";"用户姓氏属性字段";"";""
"EXTRACTED/2073/0";"User Last Name Attribute Field";"用户名字属性字段";"";""
"EXTRACTED/2074/0";"User Display Name Attribute Field";"用户显示名称属性字段";"";""
"EXTRACTED/2075/0";"User Email Attribute Field";"用户电子邮件属性字段";"";""
"EXTRACTED/2076/0";"Group Schema Settings";"组模式设置";"";""
"EXTRACTED/2077/0";"Group Object Filter";"组对象过滤器";"";""
"EXTRACTED/2078/0";"The filter to use when searching for group objects.";"搜索组对象时使用的过滤器。";"";""
"EXTRACTED/2079/0";"Group DN Attribute Field";"组DN属性字段";"";""
"EXTRACTED/2080/0";"Group Description Attribute Field";"组备注属性字段";"";""
"EXTRACTED/2081/0";"The attribute field to use when loading the group";"加载组的备注时要使用的属性字段。";"";""
"EXTRACTED/2082/0";"Add directory";"添加目录";"";""
"EXTRACTED/2083/0";"Directory Name";"目录名";"";""
"EXTRACTED/2084/0";"Type";"类型";"";""
"EXTRACTED/2085/0";"Order";"顺序";"";""
"EXTRACTED/2086/0";"Membership Schema Settings";"成员关系模式设置";"";""
"EXTRACTED/2087/0";"Group Members Attribute";"组成员属性";"";""
"EXTRACTED/2088/0";"User Membership Attribute";"用户成员资格属性";"";""
"EXTRACTED/2089/0";"The table below shows the user directories currently configured in the Admin Console.";"下表显示了当前在管理控制台中配置的用户目录。";"";""
