"PSLCODE 1250";"9 1";"4 2";"Source Access Key";"Target Access Key"
"02D57B51/313/0";"Foxit Reader PDF Printer";"福昕阅读器PDF打印机";;
"02D57B51/314/0";"No Template";"无模板";;
"02D57B51/315/0";"&Standard Redaction";"标准密文(&S)";;
"02D57B51/316/0";"&RMS Redaction";"RMS密文(&R)";;
"02D57B51/317/0";"&Refresh Templates";"刷新模板(&R)";;
"02D57B51/318/0";"There are no slides to convert.";"没有要转换的幻灯片。";;
"02D57B51/319/0";"Before using the 'Mark Selected Object' button, drag to select the text or object you want to redact.";"在使用“标记选定的对象”按钮之前，在页面上拖拽选择您想要添加密文的文本或对象。";;
"02D57B51/320/0";"Due to selecting some unsupported objects, the operation of ""Mark for Redaction"" is failed.";"由于选中了某些不支持的对象，“标记为密文”操作失败。";;
"02D57B51/321/0";"You cannot use redaction on the following:\n* Table cells\n* Parts of paragraphs and entire paragraphs in the same selection";"您不能在以下情况使用密文工具：\n* 表格单元格\n* 同时选中一个完整段落和另一个段落的一部分";;
"02D57B51/322/0";"Please ""Save As"" this document before using redaction.";"在使用密文工具前请“另存”该文档。";;
"02D57B51/323/0";"Layers";"图层";;
"02D57B51/324/0";"Configure PDF layer settings";"配置PDF层设置";;
"02D57B51/325/0";"Retain All";"保留所有";;
"02D57B51/326/0";"Flatten All";"扁平化所有";;
"02D57B51/820/0";"Apply all text edits";"应用全部文本编辑";;
"02D57B51/821/0";"Are you sure want to apply all text edits and \r\nskip the rest of the assisted integration process?";"您是否想要应用全部文本编辑并跳过剩下的辅助集成过程？";;
"02D57B51/822/0";"To Continue Now";"现在继续";;
"02D57B51/823/0";"To Continue Later";"稍后继续";;
"02D57B51/327/0";"%s can't merge the document to PDF because it is a Catalog type.";"%s无法将目录类型的文档合并为PDF";;
"02D57B51/328/0";"%s Mail Merge";"%s邮件合并插件";;
"02D57B51/329/0";"Please see the attached PDF File.";"请查看附加的PDF文件。";;
"02D57B51/330/0";"<<Add your subject here>>";"<<在这里添加您的主题>>";;
"02D57B51/331/0";"mail";"邮件";;
"02D57B51/332/0";"name";"名称";;
"02D57B51/333/0";"Invalid record range specified or record is empty, please check data source!";"指定的记录范围不合法或者记录为空，请检查数据源！";;
"02D57B51/334/0";"The selected field used for file name has one or more empty records. Please make sure there are no blank records in the database.";"所选择的用于文件名的域有一个或者多个空记录。请确保数据源内没有空记录。";;
"02D57B51/335/0";"Valid text is required for a PDF filename.";"PDF文件名需要输入有效文本。";;
"02D57B51/336/0";"The selected field used for file name has text that is too long or contains disallowed characters. The file name will be trimmed and disallowed characters will be removed. ";"所选择的用于文件名的域包含过长文本或者不合法的字符。文件名将被削减，不合法字符将被移除。 ";;
"02D57B51/337/0";"Please make sure the select field used for ""Email Settings"" is not empty and contains valid email address.";"请确保所选择的用于“邮件设置”的域非空且包含合法的邮件地址。";;
"02D57B51/338/0";"Mail Merge";"邮件合并";;
"02D57B51/519/0";"TurboPDF";"TurboPDF";;
"02D57B51/340/0";"Output PDF Portfolio";"输出PDF文件包";;
"02D57B51/341/0";"Include Attachment";"包含附件";;
"02D57B51/520/0";"TurboPDF Printer";"TurboPDF Printer";;
"02D57B51/490/0";"Create a PDF portfolio";"创建一个PDF文件包";;
"02D57B51/521/0";"Connected Info";"互联信息";;
"02D57B51/522/0";"Document Homepage";"文档主页";;
"02D57B51/491/0";"Set up automatic PDF archival for one or more folders";"为一个或者多个文件夹设置PDF自动存档";;
"02D57B51/523/0";"Open the homepage of this document";"打开该文档的主页";;
"02D57B51/348/0";"Convert to PDF";"转换为PDF";;
"02D57B51/349/0";"Archival";"存档";;
"02D57B51/350/0";"Automatic Archival";"自动存档";;
"02D57B51/351/0";"Append to Foxit PDF";"附加为福昕PDF";;
"02D57B51/352/0";"Convert ""%s"" to Foxit PDF";"转换“%s”到福昕PDF";;
"02D57B51/353/0";"Append ""%s"" to Foxit PDF";"附加“%s”到福昕PDF";;
"02D57B51/482/0";"Creating %s PDF";"创建%s PDF";;
"02D57B51/354/0";"Analyzing the data";"正在分析数据";;
"02D57B51/355/0";"Checking the validity of the file name";"检查文件名称的合法性";;
"02D57B51/356/0";"Checking the validity of the email addresses";"检查邮件地址的合法性";;
"02D57B51/357/0";"Begin to merge documents";"开始合并文档";;
"02D57B51/358/0";"Accomplish merging documents";"完成合并文档";;
"02D57B51/359/0";"Initializing the conversion engine";"正在初始化转换引擎";;
"02D57B51/360/0";"Saving";"正在保存";;
"02D57B51/361/0";"Complete saving";"完成保存";;
"02D57B51/362/0";"Initializing the email engine";"正在初始化邮件引擎";;
"02D57B51/363/0";"Sending the emails";"正在发送邮件";;
"02D57B51/364/0";"Finished";"完成";;
"02D57B51/365/0";"Restore Defaults";"重置为默认";;
"02D57B51/366/0";"Mail Merge to Foxit PDF completed successfully.";"将邮件合并为福昕PDF成功完成。";;
"02D57B51/367/0";"Mail Merge to Foxit PDF failed.";"将邮件合并为福昕PDF操作失败。";;
"02D57B51/368/0";"The document has some unsupported Word Fields. Please remove the following Word Fields and try again. ";"该文档包含一些不支持的Word域。请移除如下的Word域后重试。 ";;
"02D57B51/824/0";"Click Continue below to continue the process of incorporating the remaining text insertions, deletions and replaces into the document.";"点击下边的“继续”来继续将剩余的文本插入项，删除项和替换项合并到文档中。";;
"02D57B51/470/0";"Next record...if";"下一记录...如果";;
"02D57B51/369/0";"Append Folder to Foxit Reader PDF";"附加文件夹为福昕阅读器PDF";;
"02D57B51/370/0";"Convert Folder to Foxit Reader PDF";"转换文件夹为福昕阅读器PDF";;
"02D57B51/471/0";"Foxit Redactor for Office";"福昕Office密文工具";;
"02D57B51/524/0";"Lenovo PDF by Foxit Printer";"由福昕打印机创建的Lenovo PDF";;
"02D57B51/525/0";"Lenovo PDF by Foxit";"福昕创建的Lenovo PDF";;
"02D57B51/474/0";"Mark content to be removed from the document";"标记要从文档中移除的内容";;
"02D57B51/475/0";"Mark a rectangular area to be redacted";"标记一个矩形区域以添加密文";;
"02D57B51/476/0";"Mark selected text, images, etc. to be redacted";"标记选定的文本，图像等以添加密文";;
"02D57B51/477/0";"Remove all redaction marks from the document";"从文档中移除所有密文标记";;
"02D57B51/478/0";"Create a PDF with marked objects redacted";"创建一个包含标记密文标记对象的PDF";;
"02D57B51/371/0";"Emails sent successfully. ";"邮件发送成功。 ";;
"02D57B51/479/0";"Create a PDF with marked objects completely removed from the document";"创建一个从文档中移除了密文标记对象的PDF";;
"02D57B51/480/0";"Create a PDF with only RMS-approved users allowed to view redacted content";"创建一个仅允许RMS许可用户可查看密文对象的PDF";;
"02D57B51/372/0";"Selected Message";"选定的邮件";;
"02D57B51/373/0";"Selected Folder";"选定的文件夹";;
"02D57B51/374/0";"Invalid numeric format.";"数据格式不合法。";;
"02D57B51/375/0";"The form already exists.";"这种类型已经存在了。";;
"02D57B51/376/0";"Miss required dll ""%s%[1]"" , please reinstall %s%[2] to fix this issue.";"缺失必要组件 ""%s%[1]""，请重新安装 %s%[2]解决该问题。";;
"02D57B51/377/0";"Folder Context Menu";"文件夹右键菜单";;
"02D57B51/378/0";"Create Redacted";"创建密文";;
"02D57B51/379/0";"Missing ConvertToPDF.dll";"缺少 ConvertToPDF.dll";;
"02D57B51/380/0";"&Mark Area";"标记区域(&M)";;
"02D57B51/381/0";"PDF Files (*.pdf)|*.pdf;|";"PDF文件(*.pdf)|*.pdf;|";;
"02D57B51/382/0";"&Unmark All";"取消所有标记(&U)";;
"02D57B51/383/0";"The PDF you have selected is a PDF portfolio. Please choose a PDF file. ";"您所选择的PDF是一个PDF文件包。请选择一个PDF文件。 ";;
"02D57B51/384/0";"Redacted";"密文";;
"02D57B51/385/0";"Are you sure you want to cancel the process?";"您确定您想要取消该操作？";;
"02D57B51/386/0";"-  This redacted document is protected by Microsoft RMS. To view the full content, you must download an updated application from \nhere \n-\n[Visit \nFoxit website \nto learn more how this PDF was created]\n";"-  该密文文档使用微软RMS进行保护。为了查看完整内容，您必须下载更新程序\n从这里\n-\n[访问 \n福昕站点\n了解更多的此类文档如何创建的信息]\n";;
"02D57B51/387/0";"FOXIT READER PDF";"福昕阅读器PDF";;
"02D57B51/388/0";"Unable to connect to RMS server. Please try again.";"不能连接到RMS服务器。请重试。";;
"02D57B51/389/0";"Your document is opened with read-only. \nDo you wish to save the document as a new document with other filename and continue?";"您的文档已经以只读模式打开。\n您是否想要使用其它文件名将该文档保存成一个新文档后继续？";;
"02D57B51/769/0";"&Import Comments from Foxit PDF Editor...";"从福昕高级PDF编辑器导入注释(&I)...";;
"02D57B51/770/0";"Continue Integration Process...";"继续集成过程...";;
"02D57B51/771/0";"Accept All Changes in Document";"接受文档中的全部修订";;
"02D57B51/772/0";"Delete All Comments in Document";"删除文档中的全部注释";;
"02D57B51/390/0";"Foxit PDF Creator Version %s";"福昕PDF生成器版本%s";;
"02D57B51/773/0";"Show Instructions...";"显示操作指南...";;
"02D57B51/774/0";"%s: ";"%s： ";;
"02D57B51/775/0";"Delete marked text";"删除标记的文本";;
"02D57B51/776/0";"Insert New Text at Cursor";"在光标位置插入新文本";;
"02D57B51/777/0";"%s%[1] Comments: Change %d%[2] of %d%[3]";"%s%[1] 注释：更改%d%[2] / %d%[3]";;
"02D57B51/778/0";"Placement Unconfirmed:";"放置位置无法确定：";;
"02D57B51/779/0";"Placement";"放置位置";;
"02D57B51/780/0";"Page %d";"第%d页";;
"02D57B51/781/0";"&SharePoint";"SharePoint(&S)";;
"02D57B51/782/0";"Save the created PDF to SharePoint";"将所创建的PDF保存到SharePoint";;
"02D57B51/863/0";"Failed to convert to %s. Please try again or convert to the desired PDF standard using the 揚DF optimizer? in Foxit PDF Editor. ";"转换到%s失败。请重试或者试用福昕高级PDF编辑器中的PDF优化转换为想要的PDF标准。 ";;
"02D57B51/784/0";"When the PDF was created, the content in it was not tagged. Importing comments into a Word document will only work if the PDF is a tagged PDF.\r\n\r\nTo create a tagged PDF, you must select ""%s%[1]"" from the ""%s%[2]"" ribbon, and check the box labeled ""%s%[3]"".";"在创建PDF时，PDF中的内容未加标签。仅当PDF是加标签的PDF时，才可以将注释导入到Word文档中。\r\n\r\n要创建加标签的PDF，您必须从“%s%[2]”功能区下选择“%s%[1]”，并勾选“%s%[3]”选项。";;
"02D57B51/391/0";"RMS Protection";"RMS 保护";;
"02D57B51/825/0";"Highlight";"高亮";;
"02D57B51/826/0";"Others";"其它";;
"02D57B51/827/0";"Accepted";"已接受";;
"02D57B51/828/0";"Rejected";"已拒绝";;
"02D57B51/829/0";"Canceled";"已取消";;
"02D57B51/830/0";"Completed";"完成";;
"02D57B51/831/0";"Tagged PDF";"加标签的PDF";;
"02D57B51/832/0";"Done";"完成";;
"02D57B51/833/0";"Reply";"回复";;
"02D57B51/834/0";"Import comments from a Foxit PDF Editor document into the current document";"从福昕高级PDF编辑器的文档导入注释到当前文档";;
"02D57B51/835/0";"Import comments from a Foxit PDF Editor document into the current document";"从福昕高级PDF编辑器的文档导入注释到当前文档";;
"02D57B51/836/0";"Delete all comments from Document";"删除来自于文档的全部注释";;
"02D57B51/837/0";"Please enter a valid file path or click 'Browse' to find it.";"请输入一个有效文件或者点击“浏览”进行查找。";;
"02D57B51/838/0";"...";"...";;
"02D57B51/1020/0";"High Quality Print";"高质量打印";;
"02D57B51/1021/0";"PDF/A-1b";"PDF/A-1b";;
"02D57B51/1022/0";"Smallest File Size";"最小的文件体积";;
"02D57B51/1023/0";"Standard";"标准";;
"02D57B51/1024/0";"USPTO";"USPTO";;
"02D57B51/1025/0";"PDF/UA-1";"PDF/UA-1";;
"02D57B51/1029/0";"The conversion process failed due to missing Alternate Text for images. Please ensure that all images in the document have been provided with Alternate Text before attempting the conversion again.";"由于缺少图像的替代文本，转换过程失败。在再次尝试转换之前，请确保文档中的所有图像都已提供替代文本。";;
"02D57B51/1036/0";"Save as Foxit PDF";"另存为 Foxit PDF";;
"02D57B51/1040/0";"Do not include attachments";"不包含附件";;
"02D57B51/392/0";"OK";"确定";;
"02D57B51/393/0";"Cancel";"取消";;
"02D57B51/394/0";"Yes";"是";;
"02D57B51/395/0";"No";"否";;
"02D57B51/1018/0";"The web component not found. Please reinstall the Foxit PDF Editor.";"找不到Web组件。请重新安装福昕高级PDF编辑器。";;
"02D57B51/1041/0";"Attach all attachments to the document";"将所有附件附加到文档中";;
"02D57B51/1042/0";"Convert and append all attachments to the end of the document";"转换并将所有附件附加到文档末尾";;
"02D57B51/1033/0";"%s was not able to mail merge the document.";"%s无法通过邮件合并文档。";;
"02D57B51/396/0";"Foxit Reader PDF ";"福昕阅读器 ";;
"02D57B51/399/0";"Retain the layers in the created PDFs";"在创建的PDF中保留层";;
"02D57B51/400/0";"Create PDFs which look exactly like the original drawing but don't have any layers";"创建看起来与原始绘图一致的PDF，其不包含任何层。";;
"02D57B51/401/0";"A4|A5|ISO B5|ISO C5|Envelope #10|Envelope DL|Executive|legal|letter|Envelope Monarch";"A4|A5|ISO B5|ISO C5|信封 #10|信封 DL|行政公文纸|法律专用纸|信件|信封 Monarch";;
"02D57B51/402/0";"Please select a number between %d%[1] and %d%[2].";"请选择一个介于%d%[1]到%d%[2]之间的数字。";;
"02D57B51/403/0";"The PDF/A creation failed. The PDF generated is not compliant with PDF/A-1b standard.";"PDF/A创建失败。所生成的PDF不符合PDF/A-1b标准。";;
"02D57B51/426/0";"PDF Creator was unable to save the file. Please save the file yourself and try again.";"PDF生成器无法保存文件。请您自行保存文件后重试。";;
"02D57B51/404/0";"Mark for Redaction";"标记为密文";;
"02D57B51/427/0";"Foxit Office Plugin";"福昕Office插件";;
"02D57B51/405/0";"Do you want to restore %s Add-in's default settings?";"您是否想要恢复%s插件的默认设置？";;
"02D57B51/428/0";"Foxit Office Add in PDF Printer";"PDF打印机中的福昕Office插件";;
"02D57B51/429/0";"Activate";"激活";;
"02D57B51/430/0";"Activate";"激活";;
"02D57B51/467/0";"Next record";"下一记录";;
"02D57B51/406/0";"Mark &Selected Objects";"标记选定的对象(&S)";;
"02D57B51/468/0";"To create a redacted protected PDF document, you need to save it as a PPTX document. Would you like to save it now?";"如要创建一个密文保护的PDF文档，您需要将其保存为一个PPTX文档。您是否想要现在进行保存？";;
"02D57B51/469/0";"Skip record... if";"跳过记录...如果";;
"02D57B51/633/0";"%d files have been protected. All recipients will be given permission to read the documents only. But there is no recipient in this email.";"%d个文件已经受到保护。所有参与者将仅被给予阅读文档的权限。但这封电子邮件没有收件人。";;
